actiune,timestamp
LOAD_DOCTORS_FROM_DB,2025-05-24 22:40:57
Încărcare fișe medicale din DB,2025-05-24 22:40:57
LOAD_ROOMS_FROM_DB,2025-05-24 22:40:57
LOAD_NURSES_FROM_DB,2025-05-24 22:40:57
LOAD_INVOICES_FROM_DB,2025-05-24 22:40:57
LOAD_PATIENTS_FROM_DB,2025-05-24 22:40:57
LOAD_PATIENTS_FROM_DB,2025-05-24 22:40:57
LOAD_PATIENTS_FROM_DB,2025-05-24 22:40:57
LOAD_PATIENTS_FROM_DB,2025-05-24 22:40:57
LOAD_PATIENTS_FROM_DB,2025-05-24 22:40:57
VIEW_RECORD: 5040630471335,2025-05-24 22:42:14
LOAD_PATIENTS_FROM_DB,2025-05-24 22:43:37
LOAD_DOCTORS_FROM_DB,2025-05-24 22:43:37
Încărcare fișe medicale din DB,2025-05-24 22:43:37
LOAD_ROOMS_FROM_DB,2025-05-24 22:43:37
LOAD_NURSES_FROM_DB,2025-05-24 22:43:37
LOAD_INVOICES_FROM_DB,2025-05-24 22:43:37
LOAD_PATIENTS_FROM_DB,2025-05-24 22:43:37
LOAD_PATIENTS_FROM_DB,2025-05-24 22:43:37
LOAD_PATIENTS_FROM_DB,2025-05-24 22:43:37
LOAD_PATIENTS_FROM_DB,2025-05-24 22:43:37
LOAD_PATIENTS_FROM_DB,2025-05-24 22:43:37
LOAD_PATIENTS_FROM_DB,2025-05-24 22:53:18
LOAD_DOCTORS_FROM_DB,2025-05-24 22:53:18
Încărcare fișe medicale din DB,2025-05-24 22:53:18
LOAD_ROOMS_FROM_DB,2025-05-24 22:53:18
LOAD_NURSES_FROM_DB,2025-05-24 22:53:18
LOAD_INVOICES_FROM_DB,2025-05-24 22:53:18
LOAD_PATIENTS_FROM_DB,2025-05-24 22:53:18
LOAD_PATIENTS_FROM_DB,2025-05-24 22:53:18
LOAD_PATIENTS_FROM_DB,2025-05-24 22:53:18
LOAD_PATIENTS_FROM_DB,2025-05-24 22:53:18
LOAD_PATIENTS_FROM_DB,2025-05-24 22:53:18
UPDATE_LAST_NAME: 5040630471335,2025-05-24 22:53:47
DISPLAY_ALL_PATIENTS,2025-05-24 22:54:05
LOAD_PATIENTS_FROM_DB,2025-05-24 22:54:28
LOAD_DOCTORS_FROM_DB,2025-05-24 22:54:28
Încărcare fișe medicale din DB,2025-05-24 22:54:28
LOAD_ROOMS_FROM_DB,2025-05-24 22:54:28
LOAD_NURSES_FROM_DB,2025-05-24 22:54:28
LOAD_INVOICES_FROM_DB,2025-05-24 22:54:28
LOAD_PATIENTS_FROM_DB,2025-05-24 22:54:28
LOAD_PATIENTS_FROM_DB,2025-05-24 22:54:28
LOAD_PATIENTS_FROM_DB,2025-05-24 22:54:28
LOAD_PATIENTS_FROM_DB,2025-05-24 22:54:28
LOAD_PATIENTS_FROM_DB,2025-05-24 22:54:28
DISPLAY_PATIENT_BY_CNP: 5040630471335,2025-05-24 22:54:55
VIEW_RECORD: 5040630471335,2025-05-24 22:55:26
DISPLAY_DIAGNOSES: 5040630471335,2025-05-24 22:55:53
ADD_DIAGNOSIS: 5040630471335,2025-05-24 22:56:27
DISPLAY_DIAGNOSES: 5040630471335,2025-05-24 22:56:39
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:44
LOAD_DOCTORS_FROM_DB,2025-05-25 12:50:44
Încărcare fișe medicale din DB,2025-05-25 12:50:44
LOAD_ROOMS_FROM_DB,2025-05-25 12:50:44
LOAD_NURSES_FROM_DB,2025-05-25 12:50:44
LOAD_INVOICES_FROM_DB,2025-05-25 12:50:44
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:44
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:44
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:44
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:44
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:44
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:46
LOAD_DOCTORS_FROM_DB,2025-05-25 12:50:46
Încărcare fișe medicale din DB,2025-05-25 12:50:46
LOAD_ROOMS_FROM_DB,2025-05-25 12:50:46
LOAD_NURSES_FROM_DB,2025-05-25 12:50:46
LOAD_INVOICES_FROM_DB,2025-05-25 12:50:46
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:46
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:46
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:46
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:46
LOAD_PATIENTS_FROM_DB,2025-05-25 12:50:46
READ_MEDICAL_RECORD: 6040603410050,2025-05-25 12:51:07
VIEW_RECORD: 6040603410050,2025-05-25 12:51:31
LOAD_PATIENTS_FROM_DB,2025-05-25 13:12:40
LOAD_DOCTORS_FROM_DB,2025-05-25 13:12:40
Încărcare fișe medicale din DB,2025-05-25 13:12:40
LOAD_ROOMS_FROM_DB,2025-05-25 13:12:40
LOAD_NURSES_FROM_DB,2025-05-25 13:12:40
LOAD_INVOICES_FROM_DB,2025-05-25 13:12:40
LOAD_PATIENTS_FROM_DB,2025-05-25 13:12:40
READ_MEDICAL_RECORD: 6040603410050,2025-05-25 13:14:10
ADD_DIAGNOSIS: 6040603410050,2025-05-25 13:15:34
DISPLAY_DIAGNOSES: 6040603410050,2025-05-25 13:15:39
ADD_PRESCRIPTION_TO_DIAGNOSIS: 6040603410050,2025-05-25 13:16:37
VIEW_RECORD: 6040603410050,2025-05-25 13:17:00
LOAD_PATIENTS_FROM_DB,2025-05-25 13:30:22
LOAD_DOCTORS_FROM_DB,2025-05-25 13:30:22
Încărcare fișe medicale din DB,2025-05-25 13:30:22
LOAD_ROOMS_FROM_DB,2025-05-25 13:30:22
LOAD_NURSES_FROM_DB,2025-05-25 13:30:22
LOAD_INVOICES_FROM_DB,2025-05-25 13:30:22
LOAD_PATIENTS_FROM_DB,2025-05-25 13:30:22
LOAD_DOCTORS_FROM_DB,2025-05-25 13:30:22
LOAD_PATIENTS_FROM_DB,2025-05-25 13:33:02
LOAD_DOCTORS_FROM_DB,2025-05-25 13:33:02
Încărcare fișe medicale din DB,2025-05-25 13:33:02
LOAD_ROOMS_FROM_DB,2025-05-25 13:33:02
LOAD_NURSES_FROM_DB,2025-05-25 13:33:02
LOAD_INVOICES_FROM_DB,2025-05-25 13:33:02
LOAD_PATIENTS_FROM_DB,2025-05-25 13:33:02
LOAD_DOCTORS_FROM_DB,2025-05-25 13:33:02
LOAD_PATIENTS_FROM_DB,2025-05-25 13:33:45
LOAD_DOCTORS_FROM_DB,2025-05-25 13:33:45
Încărcare fișe medicale din DB,2025-05-25 13:33:45
LOAD_ROOMS_FROM_DB,2025-05-25 13:33:45
LOAD_NURSES_FROM_DB,2025-05-25 13:33:45
LOAD_INVOICES_FROM_DB,2025-05-25 13:33:45
LOAD_PATIENTS_FROM_DB,2025-05-25 13:33:45
LOAD_DOCTORS_FROM_DB,2025-05-25 13:33:45
DISPLAY_INVOICES_FOR_PATIENT: 6040603410050,2025-05-25 13:34:05
READ_INVOICES: 6040603410050,2025-05-25 13:34:05
CALCULATE_TOTAL_UNPAID: 06040603410050,2025-05-25 13:34:27
FILTER_PATIENTS_BY_BLOOD_GROUP: A,2025-05-25 13:34:40
READ_MEDICAL_RECORD: 6040603410050,2025-05-25 13:34:56
VIEW_RECORD: 6040603410050,2025-05-25 13:35:37
LOAD_PATIENTS_FROM_DB,2025-05-25 14:13:55
LOAD_DOCTORS_FROM_DB,2025-05-25 14:13:55
Încărcare fișe medicale din DB,2025-05-25 14:13:55
LOAD_ROOMS_FROM_DB,2025-05-25 14:13:55
LOAD_NURSES_FROM_DB,2025-05-25 14:13:55
LOAD_INVOICES_FROM_DB,2025-05-25 14:13:55
LOAD_PATIENTS_FROM_DB,2025-05-25 14:13:55
LOAD_DOCTORS_FROM_DB,2025-05-25 14:13:55
VIEW_RECORD: 6040603410050,2025-05-25 14:14:13
UPDATE_RECORD_DATE: 6040603410050,2025-05-25 14:14:35
READ_ALL_DOCTORS,2025-05-25 14:15:02
CREATE_DIAGNOSIS: Migrena,2025-05-25 14:16:40
DISPLAY_DIAGNOSES: 6040603410050,2025-05-25 14:17:35
LOAD_PATIENTS_FROM_DB,2025-05-25 14:27:09
LOAD_DOCTORS_FROM_DB,2025-05-25 14:27:09
Încărcare fișe medicale din DB,2025-05-25 14:27:09
LOAD_ROOMS_FROM_DB,2025-05-25 14:27:09
LOAD_NURSES_FROM_DB,2025-05-25 14:27:09
LOAD_INVOICES_FROM_DB,2025-05-25 14:27:09
LOAD_PATIENTS_FROM_DB,2025-05-25 14:27:09
LOAD_DOCTORS_FROM_DB,2025-05-25 14:27:09
DISPLAY_ALL_PATIENTS,2025-05-25 14:27:20
CREATE_PATIENT: 2981122420019,2025-05-25 14:28:18
CREATE_PATIENT: 2981122420019,2025-05-25 14:28:18
CREATE_PATIENT: 1770718471032,2025-05-25 14:31:34
CREATE_PATIENT: 1770718471032,2025-05-25 14:31:34
DISPLAY_ALL_PATIENTS,2025-05-25 14:31:37
DISPLAY_ALL_PATIENTS,2025-05-25 14:32:00
DISPLAY_PATIENT_BY_CNP: 6040603410050,2025-05-25 14:32:18
DISPLAY_PATIENTS_BY_AGE_CATEGORY,2025-05-25 14:32:24
UPDATE_ADDRESS: 5040630471335,2025-05-25 14:33:34
UPDATE_BLOOD_GROUP: 5040630471335,2025-05-25 14:33:44
UPDATE_RH_TYPE: 5040630471335,2025-05-25 14:33:53
UPDATE_PHONE_NUMBER: 5040630471335,2025-05-25 14:34:07
UPDATE_EMAIL: 5040630471335,2025-05-25 14:34:43
UPDATE_LAST_NAME: 5040630471335,2025-05-25 14:34:58
UPDATE_FIRST_NAME: 5040630471335,2025-05-25 14:35:04
CREATE_PATIENT: 2440415400831,2025-05-25 14:36:09
CREATE_PATIENT: 2440415400831,2025-05-25 14:36:09
DISPLAY_ALL_PATIENTS,2025-05-25 14:36:12
DISPLAY_PATIENTS_BY_AGE_CATEGORY,2025-05-25 14:36:24
DELETE_PATIENT: 2981122420019,2025-05-25 14:37:43
DISPLAY_ALL_PATIENTS,2025-05-25 14:37:49
FILTER_PATIENTS_BY_BLOOD_GROUP: A,2025-05-25 14:38:38
FILTER_PATIENTS_BY_BLOOD_GROUP: B,2025-05-25 14:38:43
FILTER_PATIENTS_BY_BLOOD_GROUP: AB,2025-05-25 14:38:53
FILTER_PATIENTS_BY_BLOOD_GROUP: O,2025-05-25 14:39:05
FILTER_PATIENTS_BY_RH: +,2025-05-25 14:39:17
FILTER_PATIENTS_BY_RH: -,2025-05-25 14:39:30
VIEW_RECORD: 5040630471335,2025-05-25 14:40:05
UPDATE_RECORD_DATE: 5040630471335,2025-05-25 14:40:27
VIEW_RECORD: 5040630471335,2025-05-25 14:40:30
READ_ALL_DOCTORS,2025-05-25 14:41:22
CREATE_DIAGNOSIS: Migrena,2025-05-25 14:42:22
LOAD_PATIENTS_FROM_DB,2025-05-25 14:57:03
LOAD_DOCTORS_FROM_DB,2025-05-25 14:57:03
Încărcare fișe medicale din DB,2025-05-25 14:57:03
LOAD_ROOMS_FROM_DB,2025-05-25 14:57:03
LOAD_NURSES_FROM_DB,2025-05-25 14:57:03
LOAD_INVOICES_FROM_DB,2025-05-25 14:57:03
LOAD_PATIENTS_FROM_DB,2025-05-25 14:57:03
LOAD_DOCTORS_FROM_DB,2025-05-25 14:57:03
VIEW_RECORD: 5040630471335,2025-05-25 14:57:26
UPDATE_RECORD_DATE: 5040630471335,2025-05-25 14:57:51
READ_ALL_DOCTORS,2025-05-25 14:58:14
CREATE_DIAGNOSIS: Migrena,2025-05-25 14:59:29
LOAD_PATIENTS_FROM_DB,2025-05-25 15:08:47
LOAD_DOCTORS_FROM_DB,2025-05-25 15:08:47
Încărcare fișe medicale din DB,2025-05-25 15:08:47
LOAD_ROOMS_FROM_DB,2025-05-25 15:08:47
LOAD_NURSES_FROM_DB,2025-05-25 15:08:47
LOAD_INVOICES_FROM_DB,2025-05-25 15:08:47
LOAD_PATIENTS_FROM_DB,2025-05-25 15:08:47
LOAD_DOCTORS_FROM_DB,2025-05-25 15:08:47
VIEW_RECORD: 5040630471335,2025-05-25 15:09:12
UPDATE_RECORD_DATE: 5040630471335,2025-05-25 15:09:22
LOAD_PATIENTS_FROM_DB,2025-05-25 15:10:45
LOAD_DOCTORS_FROM_DB,2025-05-25 15:10:45
Încărcare fișe medicale din DB,2025-05-25 15:10:45
LOAD_ROOMS_FROM_DB,2025-05-25 15:10:45
LOAD_NURSES_FROM_DB,2025-05-25 15:10:45
LOAD_INVOICES_FROM_DB,2025-05-25 15:10:45
LOAD_PATIENTS_FROM_DB,2025-05-25 15:10:45
LOAD_DOCTORS_FROM_DB,2025-05-25 15:10:45
VIEW_RECORD: 5040630471335,2025-05-25 15:11:20
LOAD_PATIENTS_FROM_DB,2025-05-25 15:17:03
LOAD_DOCTORS_FROM_DB,2025-05-25 15:17:04
Încărcare fișe medicale din DB,2025-05-25 15:17:04
LOAD_ROOMS_FROM_DB,2025-05-25 15:17:04
LOAD_NURSES_FROM_DB,2025-05-25 15:17:04
LOAD_INVOICES_FROM_DB,2025-05-25 15:17:04
LOAD_PATIENTS_FROM_DB,2025-05-25 15:17:04
LOAD_DOCTORS_FROM_DB,2025-05-25 15:17:04
VIEW_RECORD: 5040630471335,2025-05-25 15:17:29
UPDATE_RECORD_DATE: 5040630471335,2025-05-25 15:18:10
READ_ALL_DOCTORS,2025-05-25 15:18:33
CREATE_DOCTOR: AB123456,2025-05-25 15:19:43
CREATE_DIAGNOSIS: d,2025-05-25 15:19:43
LOAD_PATIENTS_FROM_DB,2025-05-25 15:30:57
Încărcare fișe medicale din DB,2025-05-25 15:30:57
LOAD_ROOMS_FROM_DB,2025-05-25 15:30:57
LOAD_NURSES_FROM_DB,2025-05-25 15:30:57
LOAD_INVOICES_FROM_DB,2025-05-25 15:30:57
LOAD_PATIENTS_FROM_DB,2025-05-25 15:30:57
Încărcare fișe medicale din DB,2025-05-25 15:30:57
VIEW_RECORD: 5040630471335,2025-05-25 15:31:25
VIEW_RECORD: 5040630471335,2025-05-25 15:31:46
LOAD_PATIENTS_FROM_DB,2025-05-25 15:35:26
Încărcare fișe medicale din DB,2025-05-25 15:35:26
LOAD_ROOMS_FROM_DB,2025-05-25 15:35:26
LOAD_NURSES_FROM_DB,2025-05-25 15:35:26
LOAD_INVOICES_FROM_DB,2025-05-25 15:35:26
LOAD_PATIENTS_FROM_DB,2025-05-25 15:35:26
Încărcare fișe medicale din DB,2025-05-25 15:35:26
LOAD_PATIENTS_FROM_DB,2025-05-25 15:36:24
LOAD_DOCTORS_FROM_DB,2025-05-25 15:36:24
Încărcare fișe medicale din DB,2025-05-25 15:36:24
LOAD_ROOMS_FROM_DB,2025-05-25 15:36:24
LOAD_NURSES_FROM_DB,2025-05-25 15:36:24
LOAD_INVOICES_FROM_DB,2025-05-25 15:36:24
LOAD_PATIENTS_FROM_DB,2025-05-25 15:36:24
LOAD_PATIENTS_FROM_DB,2025-05-25 15:39:58
LOAD_DOCTORS_FROM_DB,2025-05-25 15:39:58
Încărcare fișe medicale din DB,2025-05-25 15:39:58
LOAD_ROOMS_FROM_DB,2025-05-25 15:39:58
LOAD_NURSES_FROM_DB,2025-05-25 15:39:58
LOAD_INVOICES_FROM_DB,2025-05-25 15:39:58
LOAD_PATIENTS_FROM_DB,2025-05-25 15:39:58
LOAD_DOCTORS_FROM_DB,2025-05-25 15:39:59
Încărcare fișe medicale din DB,2025-05-25 15:39:59
VIEW_RECORD: 5040630471335,2025-05-25 15:40:20
LOAD_PATIENTS_FROM_DB,2025-05-25 15:45:38
LOAD_DOCTORS_FROM_DB,2025-05-25 15:45:39
Încărcare fișe medicale din DB,2025-05-25 15:45:39
LOAD_ROOMS_FROM_DB,2025-05-25 15:45:39
LOAD_NURSES_FROM_DB,2025-05-25 15:45:39
LOAD_INVOICES_FROM_DB,2025-05-25 15:45:39
LOAD_PATIENTS_FROM_DB,2025-05-25 15:45:39
LOAD_DOCTORS_FROM_DB,2025-05-25 15:45:39
Încărcare fișe medicale din DB,2025-05-25 15:45:39
VIEW_RECORD: 5040630471335,2025-05-25 15:46:17
LOAD_PATIENTS_FROM_DB,2025-05-25 15:48:32
LOAD_DOCTORS_FROM_DB,2025-05-25 15:48:32
Încărcare fișe medicale din DB,2025-05-25 15:48:32
LOAD_ROOMS_FROM_DB,2025-05-25 15:48:32
LOAD_NURSES_FROM_DB,2025-05-25 15:48:32
LOAD_INVOICES_FROM_DB,2025-05-25 15:48:32
LOAD_PATIENTS_FROM_DB,2025-05-25 15:48:32
LOAD_DOCTORS_FROM_DB,2025-05-25 15:48:32
Încărcare fișe medicale din DB,2025-05-25 15:48:32
LOAD_PATIENTS_FROM_DB,2025-05-25 15:59:37
LOAD_DOCTORS_FROM_DB,2025-05-25 15:59:37
Încărcare fișe medicale din DB,2025-05-25 15:59:37
LOAD_ROOMS_FROM_DB,2025-05-25 15:59:37
LOAD_NURSES_FROM_DB,2025-05-25 15:59:37
LOAD_INVOICES_FROM_DB,2025-05-25 15:59:37
LOAD_PATIENTS_FROM_DB,2025-05-25 15:59:37
LOAD_DOCTORS_FROM_DB,2025-05-25 15:59:37
Încărcare fișe medicale din DB,2025-05-25 15:59:37
VIEW_RECORD: 5040630471335,2025-05-25 16:00:03
LOAD_PATIENTS_FROM_DB,2025-05-25 16:23:32
LOAD_DOCTORS_FROM_DB,2025-05-25 16:23:32
Încărcare fișe medicale din DB,2025-05-25 16:23:32
LOAD_ROOMS_FROM_DB,2025-05-25 16:23:32
LOAD_NURSES_FROM_DB,2025-05-25 16:23:32
LOAD_INVOICES_FROM_DB,2025-05-25 16:23:32
LOAD_PATIENTS_FROM_DB,2025-05-25 16:23:32
LOAD_DOCTORS_FROM_DB,2025-05-25 16:23:32
Încărcare fișe medicale din DB,2025-05-25 16:23:32
VIEW_RECORD: 5040630471335,2025-05-25 16:23:59
LOAD_PATIENTS_FROM_DB,2025-05-25 16:58:51
LOAD_DOCTORS_FROM_DB,2025-05-25 16:58:51
Încărcare fișe medicale din DB,2025-05-25 16:58:51
LOAD_ROOMS_FROM_DB,2025-05-25 16:58:51
LOAD_NURSES_FROM_DB,2025-05-25 16:58:51
LOAD_INVOICES_FROM_DB,2025-05-25 16:58:51
LOAD_PATIENTS_FROM_DB,2025-05-25 16:58:51
LOAD_DOCTORS_FROM_DB,2025-05-25 16:58:51
Încărcare fișe medicale din DB,2025-05-25 16:58:51
DISPLAY_ALL_PATIENTS,2025-05-25 16:58:58
LOAD_PATIENTS_FROM_DB,2025-05-25 17:04:25
LOAD_DOCTORS_FROM_DB,2025-05-25 17:04:25
Încărcare fișe medicale din DB,2025-05-25 17:04:25
LOAD_ROOMS_FROM_DB,2025-05-25 17:04:25
LOAD_NURSES_FROM_DB,2025-05-25 17:04:25
LOAD_INVOICES_FROM_DB,2025-05-25 17:04:25
LOAD_PATIENTS_FROM_DB,2025-05-25 17:04:25
LOAD_DOCTORS_FROM_DB,2025-05-25 17:04:25
Încărcare fișe medicale din DB,2025-05-25 17:04:25
LOAD_PATIENTS_FROM_DB,2025-05-25 17:04:27
LOAD_DOCTORS_FROM_DB,2025-05-25 17:04:27
Încărcare fișe medicale din DB,2025-05-25 17:04:27
LOAD_ROOMS_FROM_DB,2025-05-25 17:04:27
LOAD_NURSES_FROM_DB,2025-05-25 17:04:27
LOAD_INVOICES_FROM_DB,2025-05-25 17:04:27
LOAD_PATIENTS_FROM_DB,2025-05-25 17:04:27
LOAD_DOCTORS_FROM_DB,2025-05-25 17:04:27
Încărcare fișe medicale din DB,2025-05-25 17:04:27
DISPLAY_ALL_PATIENTS,2025-05-25 17:04:31
LOAD_PATIENTS_FROM_DB,2025-05-25 17:06:28
LOAD_DOCTORS_FROM_DB,2025-05-25 17:06:28
Încărcare fișe medicale din DB,2025-05-25 17:06:28
LOAD_ROOMS_FROM_DB,2025-05-25 17:06:28
LOAD_NURSES_FROM_DB,2025-05-25 17:06:28
LOAD_INVOICES_FROM_DB,2025-05-25 17:06:28
LOAD_PATIENTS_FROM_DB,2025-05-25 17:06:28
LOAD_DOCTORS_FROM_DB,2025-05-25 17:06:28
Încărcare fișe medicale din DB,2025-05-25 17:06:28
DISPLAY_ALL_PATIENTS,2025-05-25 17:06:36
LOAD_PATIENTS_FROM_DB,2025-05-25 17:18:57
LOAD_DOCTORS_FROM_DB,2025-05-25 17:18:57
Încărcare fișe medicale din DB,2025-05-25 17:18:57
LOAD_ROOMS_FROM_DB,2025-05-25 17:18:57
LOAD_NURSES_FROM_DB,2025-05-25 17:18:57
LOAD_INVOICES_FROM_DB,2025-05-25 17:18:57
LOAD_PATIENTS_FROM_DB,2025-05-25 17:18:57
LOAD_DOCTORS_FROM_DB,2025-05-25 17:18:57
Încărcare fișe medicale din DB,2025-05-25 17:18:57
DISPLAY_ALL_PATIENTS,2025-05-25 17:19:01
READ_MEDICAL_RECORD: 5040630471335,2025-05-25 17:20:18
LOAD_PATIENTS_FROM_DB,2025-05-25 17:21:26
